,latitude,longitude,altitude
294,37.91546397009744,-122.33431622659216,-29.39412732794881
295,37.91546425663041,-122.33431691582166,-29.392892519012094
296,37.91546441996475,-122.33431738730235,-29.39541727118194
297,37.9154646805801,-122.33431805686178,-29.39461290370673
298,37.91546479329844,-122.33431856244906,-29.395282099954784
299,37.91546502401264,-122.33431922894172,-29.39495008252561
300,37.91546498803016,-122.33431951586641,-29.386459671892226
301,37.91546517554696,-122.33432017687414,-29.384894247166812
302,37.915465124536475,-122.33432048769426,-29.384110902436078
303,37.91546528072695,-122.33432114196256,-29.383112127892673
304,37.91546528203127,-122.334321501264,-29.391534071415663
305,37.915465407016505,-122.33432214821678,-29.39040269702673
306,37.915465468477606,-122.33432261909898,-29.386673776432872
307,37.91546560393805,-122.33432327204426,-29.385687025263906
308,37.91546577515501,-122.33432376401525,-29.38630388211459
309,37.915465944343175,-122.3343244221819,-29.387084384448826
310,37.91546624408521,-122.33432501013887,-29.38106774073094
311,37.9154664334876,-122.33432566937645,-29.379770074039698
312,37.915466543091384,-122.33432615158573,-29.37528570368886
313,37.91546670805892,-122.33432680575389,-29.37263146787882
314,37.915466850549215,-122.33432732554849,-29.37085315119475
315,37.91546702178012,-122.33432798318931,-29.36918113939464
316,37.91546719398803,-122.33432850029523,-29.368516442365944
317,37.91546736516364,-122.3343291459532,-29.36808460764587
318,37.915467565612246,-122.33432959809551,-29.37024415936321
319,37.91546774135064,-122.33433023620847,-29.36973281018436
320,37.915467883403494,-122.33433077981796,-29.363661520183086
321,37.91546808648579,-122.33433142727414,-29.36154851783067
322,37.915468271182746,-122.33433191806269,-29.372745404951274
323,37.915468481382234,-122.33433256922542,-29.370332958176732
324,37.9154685443927,-122.33433302617297,-29.37950041424483
325,37.91546874060729,-122.33433368328575,-29.37977968621999
326,37.91546884083996,-122.33433408232162,-29.37283882126212
327,37.91546903077519,-122.33433473920952,-29.372498671524227
328,37.915469215093886,-122.33433522646143,-29.364860381931067
329,37.91546940560482,-122.33433588514505,-29.362636979669333
330,37.915469525287754,-122.33433638506517,-29.36373362969607
331,37.91546971093355,-122.33433703195033,-29.360472469590604
332,37.915469803259214,-122.33433757432097,-29.380643378011882
333,37.91546997869152,-122.33433823612641,-29.381020692177117
334,37.91547020562551,-122.33433887106571,-29.378582602366805
335,37.915470390940214,-122.3343394097016,-29.384019476361573
336,37.91547055749893,-122.33433989183415,-29.363380076363683
337,37.91547077163784,-122.3343405583841,-29.360392211936414
338,37.91547086761893,-122.334341008588,-29.363352183252573
339,37.915471054644236,-122.33434167611153,-29.359929065220058
340,37.91547116002701,-122.33434220169352,-29.36327050253749
341,37.91547135136471,-122.33434287002457,-29.362615134567022
342,37.91547155782525,-122.33434352165284,-29.366071482189
343,37.91547177142556,-122.33434401784947,-29.368002386763692
344,37.91547194303793,-122.33434467926853,-29.366253436543047
345,37.915472105900534,-122.3343451925272,-29.36409849394113
346,37.915472255082086,-122.33434568708384,-29.365649211220443
347,37.91547245451125,-122.33434633720267,-29.364528859965503
348,37.91547264651035,-122.33434700525312,-29.362040757201612
349,37.91547279974987,-122.33434747021582,-29.358393219299614
350,37.915472933522494,-122.33434795865408,-29.35980332456529
351,37.91547311154954,-122.33434860902057,-29.35896003060043
352,37.9154732387284,-122.33434925547569,-29.35837353952229
353,37.91547342887932,-122.33434980977187,-29.362186529673636
354,37.91547355947927,-122.33435044163389,-29.362277064472437
355,37.91547373007186,-122.33435097952913,-29.367678370326757
356,37.91547391728621,-122.33435158713925,-29.366962148807943
357,37.9154740884426,-122.33435203562387,-29.364575264044106
358,37.915474262882825,-122.33435265070129,-29.36718904133886
359,37.915474418667365,-122.33435311814121,-29.366708606481552
360,37.9154746529093,-122.33435370159813,-29.364823706448078
361,37.91547483393558,-122.33435423416138,-29.372160255908966
362,37.91547504865754,-122.33435468416707,-29.367867902852595
363,37.91547526727321,-122.33435530895477,-29.366441695950925
364,37.91547543534257,-122.33435597988716,-29.369180242531
365,37.915475645246154,-122.33435638710164,-29.375185407698154
366,37.915475764903654,-122.33435706982053,-29.377873910591006
367,37.91547587798203,-122.33435756455138,-29.37811675760895
368,37.91547603592484,-122.33435811388223,-29.373591070994735
369,37.91547621217477,-122.33435872978983,-29.3721034321934
370,37.91547635734021,-122.33435934560096,-29.37407952733338
371,37.91547657655813,-122.33435979782317,-29.366535329259932
372,37.915476738043104,-122.33436043919225,-29.370841502211988
373,37.915476885034515,-122.3343609051199,-29.368887703865767
374,37.91547705089242,-122.33436154671568,-29.366418073885143
375,37.91547720528652,-122.33436205528467,-29.366914929822087
376,37.91547742182129,-122.33436264331202,-29.36944407504052
377,37.91547760335382,-122.3343631054846,-29.365216634236276
378,37.915477796666785,-122.33436358177791,-29.363360659219325
379,37.915477990924494,-122.3343641743333,-29.360689488239586
380,37.91547812183606,-122.33436468501576,-29.36456030420959
381,37.915478312980824,-122.33436526850281,-29.363273767754436
382,37.91547849552948,-122.33436588674812,-29.362200770527124
383,37.91547869222533,-122.33436640088287,-29.36163639742881
384,37.91547886168629,-122.33436701183862,-29.360334368422627
385,37.91547897112657,-122.33436753387909,-29.358469558879733
386,37.915479206729,-122.33436814271838,-29.357516065239906
387,37.91547935665945,-122.33436869105422,-29.35131075885147
388,37.915479539146084,-122.3343692729104,-29.3489094870165
389,37.91547974140337,-122.33436981636859,-29.349024653434753
390,37.91547987598008,-122.33437040151702,-29.3504140926525
391,37.915480067207405,-122.33437088550953,-29.35568007454276
392,37.91548019148118,-122.33437148988412,-29.35565822571516
393,37.915480338363444,-122.33437204894422,-29.354989781044424
394,37.91548053215436,-122.33437263480849,-29.354114252142608
395,37.915480730749,-122.33437320243992,-29.35425203014165
396,37.91548087908951,-122.33437379593258,-29.35313956346363
397,37.91548103678293,-122.33437435079234,-29.353694358840585
398,37.915481212745746,-122.33437495265603,-29.3527567461133
399,37.915481371765026,-122.33437550320697,-29.35509064886719
400,37.91548158251197,-122.33437607629678,-29.353332462720573
401,37.91548174178254,-122.33437658081654,-29.350857238285244
402,37.915481936419,-122.33437716769801,-29.34982303250581
403,37.915482126377285,-122.33437770188782,-29.34582242742181
404,37.915482299964296,-122.33437830252254,-29.34639778546989
405,37.91548248997221,-122.33437886809462,-29.348994940519333
406,37.91548272252293,-122.33437942644171,-29.346864357590675
407,37.91548292653781,-122.33437995491697,-29.343388446606696
408,37.91548309924598,-122.33438059533579,-29.343584939837456
409,37.915483302516314,-122.33438110528094,-29.34043759573251
410,37.915483490188755,-122.33438170020789,-29.348142734728754
411,37.91548370392803,-122.33438229232004,-29.347617218270898
412,37.915483830572406,-122.33438287811661,-29.34569905884564
413,37.915483979122804,-122.33438347557659,-29.346469012089074
414,37.91548414947321,-122.33438408543711,-29.34535929095
415,37.915484191699115,-122.33438462000024,-29.338406284339726
416,37.915484355191055,-122.33438523315247,-29.337647955864668
417,37.91548457783911,-122.3343858491117,-29.340018721297383
418,37.915484740578364,-122.33438646508522,-29.337859340012074
419,37.91548489865375,-122.33438702618095,-29.33881567325443
420,37.91548505172767,-122.33438764789425,-29.336278491653502
421,37.91548516413701,-122.33438815694645,-29.34282304905355
422,37.91548533633795,-122.33438876371939,-29.341770763508976
423,37.91548552490343,-122.33438937207485,-29.338948690332472
424,37.915485695071666,-122.33438998482004,-29.338736981153488
425,37.915485933758276,-122.33439054476216,-29.337370910681784
426,37.91548608051849,-122.334391150873,-29.335023674182594
427,37.91548626401675,-122.33439176384395,-29.334005964919925
428,37.91548647073648,-122.33439233445816,-29.33491160813719
429,37.91548665559936,-122.33439295488303,-29.33347186073661
430,37.91548683821833,-122.3343935714413,-29.331739238463342
431,37.91548696896107,-122.33439412795188,-29.334084855392575
432,37.91548715519796,-122.33439474322249,-29.334930941462517
433,37.91548730760114,-122.33439532693977,-29.329673182219267
434,37.91548745169238,-122.3343958880458,-29.332339317537844
435,37.91548762125735,-122.33439650434717,-29.332530353218317
436,37.915487790600615,-122.33439711456158,-29.331852735951543
437,37.9154879013076,-122.33439769534071,-29.32943827752024
438,37.91548804443455,-122.33439828082696,-29.33345763012767
439,37.915488187671755,-122.334398890009,-29.332755094394088
440,37.91548832499652,-122.33439950092975,-29.331462520174682
441,37.915488411962244,-122.33440010211598,-29.32507591508329
442,37.91548853819548,-122.33440070262796,-29.324744718149304
443,37.915488714799466,-122.33440127517026,-29.326930698938668
444,37.91548885738691,-122.3344018676391,-29.327441963367164
445,37.915489107781376,-122.33440238718634,-29.334276581183076
446,37.91548926801065,-122.33440298561166,-29.334641410969198
447,37.9154894780851,-122.33440347911467,-29.33682218939066
448,37.915489669368746,-122.33440408457574,-29.337420091032982
449,37.915489876764006,-122.33440455208837,-29.341659696772695
450,37.91549009620539,-122.33440516477397,-29.34121287241578
451,37.91549035971418,-122.33440561153773,-29.34580502472818
452,37.91549059498656,-122.3344062268073,-29.34528900589794
453,37.91549081786668,-122.33440686093321,-29.350149798206985
454,37.91549106088544,-122.33440746153893,-29.351590576581657
455,37.91549127013945,-122.33440820117174,-29.35833439603448
456,37.91549149085506,-122.3344088059509,-29.358431477099657
457,37.915491673581386,-122.3344095834653,-29.362504426389933
458,37.91549187253005,-122.3344101980218,-29.362817354500294
459,37.915492011039305,-122.33441096201236,-29.362073104828596
460,37.91549220315447,-122.33441159276657,-29.36240546964109
461,37.91549245323176,-122.33441224523725,-29.366358963772655
462,37.91549264141804,-122.3344128873108,-29.366267233155668
463,37.91549286794459,-122.3344135079845,-29.36916642077267
464,37.91549307819949,-122.33441413912008,-29.370637939311564
465,37.915493327339505,-122.33441475405039,-29.379179217852652
466,37.91549356385574,-122.33441537019904,-29.380428235977888
467,37.915493876708716,-122.33441597970096,-29.38518964126706
468,37.915494104361116,-122.33441659857884,-29.385275287553668
469,37.91549429606101,-122.3344173397217,-29.38187479507178
470,37.915494522724664,-122.33441796945628,-29.38229632936418
471,37.91549468332169,-122.33441867423726,-29.380998369306326
472,37.915494887046535,-122.33441932315445,-29.38036177959293
473,37.91549509186351,-122.3344199419216,-29.38160076364875
474,37.9154953089341,-122.33442057380964,-29.38301028870046
475,37.91549550522268,-122.33442117613647,-29.387219643220305
476,37.915495700967284,-122.33442179982393,-29.387321960180998
477,37.91549591777789,-122.33442244937834,-29.391931019723415
478,37.91549608743332,-122.33442307629238,-29.392052746377885
479,37.915496122232625,-122.33442364513402,-29.391308218240738
480,37.915496305994104,-122.3344242794479,-29.392283028922975
481,37.91549659480618,-122.33442496045198,-29.39627603907138
482,37.91549677836938,-122.33442560178374,-29.395441627129912
483,37.91549702346796,-122.33442626671813,-29.395841805264354
484,37.915497211453165,-122.33442689690553,-29.394912309013307
485,37.91549737764015,-122.33442751426544,-29.396109383553267
486,37.91549758057927,-122.33442813853402,-29.39611812774092
487,37.915497831859135,-122.33442873344976,-29.40169620513916
488,37.91549802428433,-122.33442936610521,-29.40173223707825
489,37.91549820904847,-122.33443004257944,-29.400649218820035
490,37.915498407118,-122.33443067132096,-29.400940584018826
491,37.915498586663276,-122.33443132442301,-29.403434997424483
492,37.915498769959086,-122.33443195510405,-29.40206848271191
493,37.9154989001855,-122.33443254738076,-29.407294364646077
494,37.91549906828596,-122.33443318480553,-29.406974350102246
495,37.9154991978596,-122.33443380233331,-29.408910539001226
496,37.915499369801466,-122.33443442563916,-29.410243429243565
497,37.91549959227723,-122.33443516267087,-29.40924912970513
