,latitude,longitude,altitude
0,37.915422650803954,-122.33430569423724,-28.708976212888956
1,37.91542270504572,-122.33430586823715,-28.70715098734945
2,37.915422747535274,-122.33430601413953,-28.705357090570033
3,37.9154227042087,-122.33430584797158,-28.69579454883933
4,37.915422746420106,-122.3343059311799,-28.694215173833072
5,37.91542273080254,-122.33430579771708,-28.692872221581638
6,37.915422693958185,-122.33430578084993,-28.685195094905794
7,37.915422700052105,-122.33430583811771,-28.68444296438247
8,37.915422709067535,-122.33430589140949,-28.683799788355827
9,37.915422699214076,-122.3343056776253,-28.670223562978208
10,37.91542271748464,-122.33430572132394,-28.66910056769848
11,37.915422648315634,-122.3343055691229,-28.661764862947166
12,37.91542266893407,-122.33430560192704,-28.662803548388183
13,37.91542266550222,-122.33430547519528,-28.654607228934765
14,37.9154226977114,-122.33430552808336,-28.653552843257785
15,37.91542269644316,-122.33430541812534,-28.642757622525096
16,37.91542273514321,-122.33430547301728,-28.641677980311215
17,37.9154227626394,-122.33430537899866,-28.63080316223204
18,37.9154228049414,-122.33430544093045,-28.629630212672055
19,37.915422721842276,-122.33430550250212,-28.616857010871172
20,37.91542275897893,-122.33430561531222,-28.61578277964145
21,37.91542277313649,-122.33430567802256,-28.608264168724418
22,37.91542283292775,-122.33430584383589,-28.607494148425758
23,37.91542286080923,-122.33430590204732,-28.59627213794738
24,37.915422938509316,-122.33430614013362,-28.59463484864682
25,37.91542292662197,-122.33430623731032,-28.577611432410777
26,37.91542300877163,-122.33430656117285,-28.576161139644682
27,37.9154230657643,-122.33430674459902,-28.56964811682701
28,37.91542316658601,-122.33430715239115,-28.568494618870318
29,37.91542332345897,-122.33430744145346,-28.559465654194355
30,37.91542345128368,-122.33430792974843,-28.559240208007395
31,37.915423596003365,-122.33430837475892,-28.5427378853783
32,37.915423742322055,-122.33430894118169,-28.541033063083887
33,37.9154238983223,-122.33430942671257,-28.522189674898982
34,37.915424057439694,-122.33431006309553,-28.52042863238603
35,37.91542423347389,-122.33431065471349,-28.51185704395175
36,37.915424423393496,-122.33431134539292,-28.512267811223865
37,37.9154247576324,-122.33431196332691,-28.511084835976362
38,37.9154249913568,-122.3343127050593,-28.509898595511913
39,37.91542524759635,-122.33431337652608,-28.500063095241785
40,37.9154254828997,-122.33431416945335,-28.49731792602688
41,37.9154256407994,-122.33431493942919,-28.496052988804877
42,37.91542586721504,-122.33431577781155,-28.49466159660369
43,37.9154262180185,-122.33431664765425,-28.486396317370236
44,37.915426481706085,-122.3343175516734,-28.48749359510839
45,37.91542676647634,-122.3343184335879,-28.485935198143125
46,37.915427140331815,-122.33431937365543,-28.48474081605673
47,37.91542738840148,-122.33432029509159,-28.483970906585455
48,37.91542775131385,-122.33432120493768,-28.47798473481089
49,37.91542783938239,-122.33432225411545,-28.48496861383319
50,37.91542808293498,-122.33432325864153,-28.485346781089902
51,37.91542845526587,-122.33432422077685,-28.48304430861026
52,37.91542880199766,-122.33432531169589,-28.491150613874197
53,37.915429073587674,-122.33432631659862,-28.48594564758241
54,37.91542934729038,-122.33432736600226,-28.48540871310979
55,37.91542961287285,-122.33432841819176,-28.47566665429622
56,37.91542989825527,-122.33432951897876,-28.47037624940276
57,37.9154303805156,-122.3343305504458,-28.482446189038455
