,latitude,longitude,altitude
0,37.91541843760519,-122.33429693271663,-27.882635362446308
1,37.91541852396888,-122.33429726623145,-27.876759125851095
2,37.91541870590748,-122.3342972615304,-27.878975089639425
3,37.91541883260166,-122.33429750083724,-27.87999073881656
4,37.9154190402189,-122.33429747315262,-27.88515011779964
5,37.9154191884021,-122.33429777132794,-27.885501177050173
6,37.91541940095418,-122.33429773891872,-27.89236806333065
7,37.91541945241089,-122.33429818259118,-27.889077689498663
8,37.91541955969886,-122.33429823590085,-27.888682009652257
9,37.91541955747256,-122.33429856030834,-27.876794799230993
10,37.915419733245834,-122.3342986301788,-27.88281747326255
11,37.91541976420101,-122.3342987667055,-27.880409290082753
12,37.91541995165948,-122.33429882044494,-27.885947866365314
13,37.91541984522444,-122.33429882711029,-27.886652072891593
14,37.915420021286856,-122.3342989453726,-27.89693106058985
15,37.915419953365586,-122.33429888614049,-27.90033122524619
16,37.91542007879849,-122.33429889043862,-27.90355624537915
17,37.91541997861711,-122.3342988069354,-27.905885802581906
18,37.91542001667249,-122.3342987612454,-27.910425258800387
19,37.91541989697026,-122.33429864475258,-27.909972367808223
20,37.91541989562893,-122.334298533173,-27.914865961298347
21,37.91541996803425,-122.3342986316835,-27.913902941159904
22,37.915420010519576,-122.33429859190221,-27.934976989403367
23,37.915420009608624,-122.33429859067108,-27.936316394247115
24,37.91542003222643,-122.33429842604792,-27.938647544942796
25,37.91542000883263,-122.33429841328694,-27.938264611177146
26,37.91542001580373,-122.33429826009856,-27.942453305236995
27,37.91541999189425,-122.33429823267582,-27.94291363749653
28,37.91541997055126,-122.33429820568132,-27.942876640707254
29,37.915419955663666,-122.3342981759399,-27.9435100723058
30,37.915419948955446,-122.33429807501147,-27.952737329527736
31,37.91541993582481,-122.33429804358263,-27.953211748041213
32,37.91541997898638,-122.33429795290132,-27.960151029750705
33,37.91541996303905,-122.3342979151709,-27.960578474216163
34,37.91541999782298,-122.3342978642877,-27.966012180782855
35,37.91542002178617,-122.3342978039684,-27.96674009785056
36,37.915420000448925,-122.33429775675738,-27.966981788165867
